timestep,edge_id,edge_cpu_available,edge_memory_available,edge_queue_length,edge_latency_current,edge_energy_level,is_failed,is_degrading,is_isolated
3,1,5679.26,10.72,2,13.86,646.31,0,0,0
3,2,235.02,4.6777,14,31.35,501.13,0,0,0
3,3,1161.08,14.5416,4,22.98,2830.5,0,0,0
3,4,3712.49,8.2909,5,21.63,1276.52,0,0,0
3,5,3633.85,20.2844,2,11.13,4813.09,0,0,0
3,6,1120.01,2.5458,5,5.46,6931.51,0,0,0
3,7,1102.64,2.1782,4,7.76,2841.4,0,0,0
3,8,2359.58,16.4813,5,21.51,425.67,0,0,0
3,9,1723.83,3.1729,8,19.26,691.81,0,0,0
3,10,759.48,2.7973,6,28.29,474.03,0,0,0
3,11,3481.08,6.1722,6,13.41,5429.98,0,0,0
3,12,6124.39,57.323,6,31.81,5273.76,0,0,0
3,13,810.51,6.0218,5,7.9,876.64,0,0,0
3,14,1960.38,16.0474,3,25.36,6662.78,0,0,0
3,15,13984.82,43.4321,4,11.11,6297.84,0,0,0
3,16,4119.25,9.2496,3,16.73,2217.75,0,0,0
3,17,2939.72,3.0723,4,17.97,2476.4,0,0,0
3,18,861.59,1.1618,9,18.06,6901.3,0,0,0
3,19,10153.46,31.7952,1,16.44,2591.62,0,0,0
3,20,3022.55,13.1885,5,26.21,1661.97,0,0,0
3,21,2519.22,15.9957,64,27.41,1857.51,0,1,0
3,22,689.05,2.2722,7,15.24,2297.84,0,0,0
3,23,1532.56,22.6778,6,14.32,3296.36,0,1,0
3,24,2061.53,5.315,64,32.28,2355.38,0,0,0
3,25,4127.98,5.3279,3,21.79,2600.86,0,0,0
3,26,3809.89,11.7677,2,33.65,3187.31,0,0,0
3,27,3741.67,16.2346,2,3.08,4692.42,0,0,0
3,28,2389.58,5.0209,3,28.77,2619.13,0,0,0
3,29,2778.24,11.3603,3,29.14,3270.55,0,0,0
3,30,3025.91,2.758,5,17.68,679.17,0,0,0
3,31,11440.81,42.3839,6,25.72,763.24,0,0,0
3,32,5024.97,6.4341,8,32.26,1915.02,0,0,0
3,33,8897.81,47.0168,2,11.16,1729.81,0,0,0
3,34,2665.75,22.318,5,12.84,3085.49,0,1,0
3,35,1113.48,4.0181,5,10.95,2484.68,0,0,0
3,36,6139.84,8.8395,7,12.1,515.76,0,0,0
3,37,826.35,1.4235,4,20.17,2043.41,0,1,0
3,38,7953.34,28.4583,1,13.44,2908.18,0,0,0
3,39,1478.2,1.8089,3,33.41,1228.11,0,0,0
3,40,7281.96,5.7536,3,29.01,5386.32,0,0,0
3,41,3541.08,6.8818,6,26.85,2364.5,0,0,0
3,42,10592.23,40.0725,2,20.37,2490.16,0,0,0
3,43,406.48,4.8128,4,29.34,1728.1,0,1,0
3,44,11219.96,77.2804,2,32.96,2727.54,0,0,0
3,45,1890.34,16.844,2,27.02,1265.66,0,0,0
3,46,5882.78,12.8509,5,26.12,1580.27,0,0,0
3,47,1310.31,1.8098,6,22.92,2784.37,0,0,0
3,48,14219.92,14.0956,5,25.31,597.85,0,0,0
3,49,3346.28,4.2066,0,4.66,834.14,0,0,0
3,50,781.64,2.4077,6,30.34,1241.63,0,0,0
4,1,2507.97,11.3932,6,17.94,563.71,0,0,0
4,2,576.92,5.0198,2,33.49,733.27,0,0,0
4,3,2903.33,8.7035,4,31.04,1506.24,0,0,0
4,4,3014.68,7.7586,4,23.17,1196.2,0,0,0
4,5,5619.36,12.7182,5,4.88,2321.98,0,0,0
4,6,1173.45,2.3579,3,11.63,5965.33,0,0,0
4,7,2262.44,2.3667,6,8.49,2130.36,0,0,0
4,8,2590.31,16.8399,4,5.15,393.77,0,0,0
4,9,1671.23,1.8581,6,33.98,1521.45,0,0,0
4,10,1058.5,3.8869,6,4.96,565.35,0,0,0
4,11,3679.78,5.3762,7,11.4,6665.6,0,0,0
4,12,4928.19,74.98,3,29.39,4546.27,0,0,0
4,13,1346.61,6.1768,7,14.84,647.15,0,0,0
4,14,2781.67,14.3386,4,33.92,4814.69,0,0,0
4,15,7026.91,58.4756,3,8.73,4579.81,0,0,0
4,16,2631.61,6.9873,1,21.47,2435.07,0,0,0
4,17,3155.98,6.0723,3,13.97,2438.95,0,0,0
4,18,469.25,1.8169,4,27.29,6256.93,0,0,0
4,19,19900.7,21.929,1,6.85,3185.67,0,0,0
4,20,3109.95,16.5783,8,16.29,1984.2,0,0,0
4,21,1859.78,16.9476,5,4.22,2261.22,0,1,0
4,22,995.75,3.7953,3,25.44,2894.95,0,0,0
4,23,2531.37,17.4811,5,6.92,3971.35,0,1,0
4,24,3007.85,7.7633,7,15.37,2428.01,0,0,0
4,25,4874.25,5.3257,4,19.59,4218.26,0,0,0
4,26,2611.32,5.2194,5,22.24,2175.57,0,0,0
4,27,3561.31,15.559,9,16.21,2135.1,0,0,0
4,28,3636.69,9.6554,4,21.77,4495.8,0,0,0
4,29,5683.93,11.0126,5,23.23,3870.37,0,0,0
4,30,3045.23,4.7738,0,28.33,965.09,0,0,0
4,31,8537.83,27.5285,3,26.07,408.94,0,0,0
4,32,2066.37,6.4571,2,31.61,3852.47,0,0,0
4,33,8177.92,20.9172,7,4.63,1965.26,0,0,0
4,34,2842.96,20.8726,2,28.78,4577.62,0,1,0
4,35,903.02,1.9927,5,21.76,1242.72,0,0,0
4,36,5089.28,12.9365,1,15.5,1192.31,0,0,0
4,37,440.19,2.0926,6,20.06,3517.96,0,1,0
4,38,13951.74,20.5506,6,10.94,2785.99,0,0,0
4,39,265.82,3.7548,45,18.03,1129.0,0,0,0
4,40,7423.22,5.626,4,15.81,7686.37,0,0,0
4,41,5743.54,7.1299,4,25.8,1189.59,0,0,0
4,42,12686.63,57.5761,4,32.59,2611.03,0,0,0
4,43,522.6,2.7565,7,4.23,1621.32,0,1,0
4,44,10270.29,52.777,4,22.7,2926.7,0,0,0
4,45,4248.85,16.2798,6,19.46,826.84,0,0,0
4,46,2317.79,10.7059,3,18.74,3316.64,0,0,0
4,47,2146.91,2.9256,7,3.39,3521.23,0,0,0
4,48,18793.47,34.5173,4,11.26,975.6,0,0,0
4,49,4804.32,2.917,8,4.84,588.78,0,0,0
4,50,522.75,1.46,5,21.61,733.52,0,0,0
5,1,4029.23,9.5662,5,30.17,1165.91,0,0,0
5,2,599.09,3.9042,4,12.43,395.92,0,0,0
5,3,2175.34,9.0007,3,16.05,3277.36,0,0,0
5,4,5368.82,8.1839,3,10.2,1430.0,0,0,0
5,5,3800.22,13.3052,3,11.04,3643.67,0,0,0
5,6,2047.2,1.2076,6,33.82,6221.79,0,0,0
5,7,1036.88,3.532,5,10.13,2871.59,0,0,0
5,8,2122.52,9.3166,5,19.34,1031.7,0,0,0
5,9,1877.18,3.4655,4,10.23,1341.87,0,0,0
5,10,474.86,2.3626,2,9.27,596.23,0,0,0
5,11,1754.39,6.1905,5,15.85,6665.6,0,0,0
5,12,7111.98,74.6851,2,24.73,4310.48,0,0,0
5,13,1463.86,3.64,8,34.48,1118.4,0,0,0
5,14,3225.33,11.1811,7,21.23,3949.22,0,0,0
5,15,15835.57,92.1032,5,34.27,6558.87,0,0,0
5,16,2785.05,8.5859,4,8.35,1532.26,0,0,0
5,17,3625.38,4.4874,4,14.11,2218.77,0,0,0
5,18,663.59,1.7384,7,4.03,2614.92,0,0,0
5,19,14867.0,32.659,4,8.06,2892.7,0,0,0
5,20,3328.45,11.686,2,6.55,1299.98,0,0,0
5,21,2412.33,22.4554,2,4.98,2359.51,0,1,0
5,22,577.79,2.3381,6,33.08,4076.82,0,0,0
5,23,1765.52,23.3618,2,21.19,3660.58,0,1,0
5,24,5434.11,9.0044,5,32.79,2351.06,0,0,0
5,25,3343.54,4.1927,3,22.86,5841.79,0,0,0
5,26,2460.8,5.9355,5,15.71,3073.61,0,0,0
5,27,3201.97,9.903,2,10.24,4337.66,0,0,0
5,28,2287.32,9.0385,2,20.33,1907.25,0,0,0
5,29,3059.22,17.6013,2,12.58,2287.0,0,0,0
5,30,1403.7,5.7499,6,25.67,768.01,0,0,0
5,31,5966.68,36.0324,6,30.35,1083.84,0,0,0
5,32,1856.66,7.9209,7,22.85,3689.17,0,0,0
5,33,11764.68,30.3058,4,30.55,1856.24,0,0,0
5,34,3497.85,17.7917,1,33.8,3824.86,0,1,0
5,35,1172.24,3.5561,5,24.16,2116.31,0,0,0
5,36,3898.29,6.178,4,11.25,1099.3,0,0,0
5,37,940.89,1.9627,5,33.43,2549.61,0,1,0
5,38,14388.78,33.4522,4,14.56,1388.17,0,0,0
5,39,1450.61,2.6918,5,23.04,2891.36,0,0,0
5,40,4489.29,7.7387,3,7.17,2415.75,0,0,0
5,41,4990.14,6.9485,4,30.48,2065.23,0,0,0
5,42,10967.61,29.7987,3,23.68,3025.13,0,0,0
5,43,825.9,4.1189,5,22.58,1722.69,0,1,0
5,44,6438.82,47.2672,5,14.95,1198.46,0,0,0
5,45,4155.61,17.7195,5,28.02,1649.9,0,0,0
5,46,4810.36,22.2323,2,32.0,1516.26,0,0,0
5,47,2340.77,4.218,5,13.49,6198.1,0,0,0
5,48,16989.61,14.8362,3,7.21,631.89,0,0,0
5,49,3221.43,6.3255,1,31.17,1393.67,0,0,0
5,50,755.14,1.1317,4,4.15,806.74,0,0,0
6,1,3987.06,13.3543,4,26.17,764.07,0,0,0
6,2,575.69,5.1635,6,21.57,459.23,0,0,0
6,3,3147.34,12.3776,4,34.27,1145.96,0,0,0
6,4,5133.53,17.809,1,8.99,1162.46,0,0,0
6,5,4462.19,12.6301,7,19.49,2445.88,0,0,0
6,6,1715.49,1.3074,3,34.87,4653.73,0,0,0
6,7,1198.77,3.1826,3,10.84,2207.23,0,0,0
6,8,2086.68,17.1833,0,6.17,762.76,0,0,0
6,9,1915.28,1.8079,4,13.34,1474.2,0,0,0
6,10,397.75,3.1429,5,17.76,827.7,0,0,0
6,11,4582.52,8.487,1,12.6,2398.8,0,0,0
6,12,5153.01,40.0663,7,24.98,3127.6,0,0,0
6,13,1064.81,3.1454,3,13.19,1041.35,0,0,0
6,14,2144.38,9.833,2,20.05,4888.01,0,0,0
6,15,13938.85,94.4792,4,16.62,7379.1,0,0,0
6,16,2341.92,6.2022,0,24.71,3440.43,0,0,0
6,17,2844.13,5.1885,3,33.71,1686.65,0,0,0
6,18,687.23,1.8098,6,8.88,3664.69,0,0,0
6,19,13091.6,35.168,5,19.49,3498.96,0,0,0
6,20,4449.19,15.5675,6,19.94,1984.2,0,0,0
6,21,2800.11,18.2574,6,19.53,1029.45,0,1,0
6,22,808.9,2.936,8,7.06,3240.87,0,0,0
6,23,2129.99,15.841,5,14.89,6378.24,0,1,0
6,24,6751.51,5.8863,7,30.77,1876.02,0,0,0
6,25,3593.77,7.3582,8,8.58,5539.53,0,0,0
6,26,2085.16,11.0771,4,28.58,2066.86,0,0,0
6,27,2476.15,18.8881,5,16.24,1988.62,0,0,0
6,28,2704.99,6.126,8,13.53,4599.32,0,0,0
6,29,3149.22,11.8195,3,11.22,3133.91,0,0,0
6,30,3218.69,5.6662,2,29.65,331.6,0,0,0
6,31,12663.68,60.3418,4,33.16,1141.51,0,0,0
6,32,3495.39,7.9342,7,25.76,3080.83,0,0,0
6,33,10640.94,23.5798,14,22.1,1827.12,0,0,0
6,34,1974.91,14.3872,1,27.09,4054.0,0,1,0
6,35,430.52,2.2348,16,14.33,1069.35,0,0,0
6,36,4961.96,9.3745,2,14.84,1354.44,0,0,0
6,37,825.95,3.0758,3,4.5,1543.82,0,1,0
6,38,9868.15,27.8605,6,24.81,2270.5,0,0,0
6,39,1272.08,3.6239,4,8.07,2060.4,0,0,0
6,40,3318.34,3.4969,6,24.87,5689.4,0,0,0
6,41,2477.5,4.4447,3,13.16,1641.79,0,0,0
6,42,10471.98,61.7064,4,32.59,2596.09,0,0,0
6,43,366.92,4.0983,2,26.22,1728.1,0,1,0
6,44,12385.14,95.3035,5,21.74,2536.08,0,0,0
6,45,2599.39,22.765,5,21.7,1320.64,0,0,0
6,46,2986.29,13.5871,4,7.19,2616.77,0,0,0
6,47,1230.8,4.2175,5,7.88,3581.66,0,0,0
6,48,16097.02,27.3665,5,4.32,371.05,0,0,0
6,49,6068.4,4.8891,5,26.16,1124.16,0,0,0
6,50,609.47,1.2583,4,27.64,832.9,0,0,0
7,1,5080.76,11.8597,5,5.97,865.84,0,0,0
7,2,832.0,5.2423,3,7.26,611.23,0,0,0
7,3,2470.04,14.3671,3,17.1,2250.81,0,0,0
7,4,5278.63,9.2322,3,34.87,1250.82,0,0,0
7,5,6600.21,13.0714,3,16.62,4419.57,0,0,0
7,6,1757.28,1.2324,6,7.87,5584.48,0,0,0
7,7,1960.39,4.5312,3,22.63,3457.75,0,0,0
7,8,1451.66,13.7173,2,19.05,404.15,0,0,0
7,9,860.28,2.9986,2,16.83,962.21,0,0,0
7,10,628.45,4.4013,5,3.72,1051.97,0,0,0
7,11,4326.99,6.7625,10,7.43,2186.77,0,0,0
7,12,3346.65,63.1761,6,15.16,5222.09,0,0,0
7,13,1450.46,5.776,6,3.49,1068.23,0,0,0
7,14,2404.58,14.1787,3,26.54,4267.87,0,0,0
7,15,15096.57,60.2641,4,7.35,5119.45,0,0,0
7,16,2111.15,9.6444,2,21.92,3244.5,0,0,0
7,17,2864.0,5.3034,4,7.42,1556.79,0,0,0
7,18,1115.06,1.19,6,6.92,5567.21,0,0,0
7,19,19343.75,51.8515,4,17.52,2354.63,0,0,0
7,20,3259.4,20.9438,4,23.59,924.87,0,0,0
7,21,4121.41,9.9823,4,18.77,1280.66,0,1,0
7,22,1039.11,3.6286,1,19.78,6729.49,0,0,0
7,23,3372.83,10.9494,4,9.41,5087.04,0,1,0
7,24,3143.94,8.9623,4,6.1,1400.32,0,0,0
7,25,2105.4,6.9945,7,3.82,6154.22,0,0,0
7,26,4659.43,11.4731,2,19.72,2708.75,0,0,0
7,27,1775.38,12.7368,5,32.27,4663.99,0,0,0
7,28,3862.3,7.0261,2,4.31,3025.71,0,0,0
7,29,5787.05,8.8445,8,24.61,2097.8,0,0,0
7,30,3036.24,6.3243,3,24.33,631.25,0,0,0
7,31,12119.79,30.8739,4,29.68,538.81,0,0,0
7,32,3156.31,7.2735,5,5.26,4993.29,0,0,0
7,33,8571.57,18.5535,5,21.02,1816.68,0,0,0
7,34,2951.56,23.0589,9,34.92,4534.19,0,1,0
7,35,1059.26,3.0974,4,25.33,1965.19,0,0,0
7,36,2961.23,8.8115,1,14.36,429.49,0,0,0
7,37,1181.75,2.6142,2,26.52,2861.39,0,1,0
7,38,5842.56,23.5286,5,12.61,2125.31,0,0,0
7,39,1307.43,1.8112,2,20.15,1208.96,0,0,0
7,40,6330.57,7.6806,4,10.36,7500.58,0,0,0
7,41,5349.06,6.3617,1,25.33,2364.5,0,0,0
7,42,10984.9,40.4357,5,8.81,2452.94,0,0,0
7,43,287.41,2.5647,4,27.4,1571.11,0,1,0
7,44,11748.1,90.2566,6,5.63,1437.39,0,0,0
7,45,3196.33,15.5264,2,4.11,1009.86,0,0,0
7,46,306.08,15.7469,64,11.5,3295.44,0,0,0
7,47,1724.36,3.4642,3,34.04,3311.49,0,0,0
7,48,12712.44,34.699,5,3.13,840.7,0,0,0
7,49,4721.94,6.0187,4,27.95,1107.36,0,0,0
7,50,514.66,2.4474,8,20.14,916.79,0,0,0
8,1,5883.2,12.9293,4,7.05,792.26,0,0,0
8,2,447.56,4.1253,4,34.55,812.61,0,0,0
8,3,3189.22,11.3101,3,28.76,1994.52,0,0,0
8,4,1950.4,16.8482,3,15.39,547.9,0,0,0
8,5,5274.38,10.7919,2,27.82,3693.11,0,0,0
8,6,776.86,1.3885,1,28.54,6794.03,0,0,0
8,7,1958.63,3.0961,2,21.38,3502.15,0,0,0
8,8,1081.95,15.586,4,25.98,773.3,0,0,0
8,9,1637.12,2.8195,4,27.11,1123.41,0,0,0
8,10,560.0,2.5363,1,5.17,1464.64,0,0,0
8,11,1580.84,7.5878,1,21.41,4656.8,0,0,0
8,12,9159.66,44.7141,5,11.15,4764.68,0,0,0
8,13,1182.76,4.1424,3,5.1,678.14,0,0,0
8,14,2214.56,18.028,5,29.05,5418.64,0,0,0
8,15,16661.67,83.7397,4,32.65,6643.68,0,0,0
8,16,2279.48,4.0247,3,9.56,1910.2,0,0,0
8,17,3509.94,6.1695,5,12.9,1093.58,0,0,0
8,18,427.81,0.7513,7,22.67,6756.38,0,0,0
8,19,8962.01,21.5731,4,26.23,3576.14,0,0,0
8,20,1806.14,9.583,3,20.2,1857.47,0,0,0
8,21,3093.17,21.9254,7,23.34,2324.88,0,1,0
8,22,627.48,4.0958,5,32.54,6628.01,0,0,0
8,23,1488.87,17.1694,1,5.65,5871.11,0,1,0
8,24,5201.89,8.6505,3,25.27,2046.61,0,0,0
8,25,5057.51,7.2201,5,3.18,6157.25,0,0,0
8,26,1932.37,10.8406,5,26.37,3788.74,0,0,0
8,27,2840.65,11.9717,2,30.28,3984.91,0,0,0
8,28,3759.15,9.8196,5,26.87,4409.06,0,0,0
8,29,1988.72,10.486,3,20.64,4008.48,0,0,0
8,30,3159.68,4.9904,5,8.5,826.6,0,0,0
8,31,7397.54,58.4182,5,34.11,1021.75,0,0,0
8,32,3493.92,10.0162,2,31.3,1885.67,0,0,0
8,33,4927.44,43.9625,4,6.93,1020.53,0,0,0
8,34,3931.91,11.1988,3,33.75,3716.67,0,1,0
8,35,956.77,4.2385,2,25.28,2996.9,0,0,0
8,36,2438.48,9.3271,5,24.47,779.37,0,0,0
8,37,499.34,1.745,4,24.76,1776.76,0,1,0
8,38,12092.77,20.9435,2,20.45,2243.47,0,0,0
8,39,862.78,1.7524,4,21.54,1645.53,0,0,0
8,40,5928.02,6.5652,4,24.98,5869.9,0,0,0
8,41,4574.49,6.1827,5,27.62,1235.83,0,0,0
8,42,6768.03,72.5216,3,32.43,3367.39,0,0,0
8,43,446.65,3.4378,4,20.89,1275.56,0,1,0
8,44,7744.32,48.7674,5,31.12,1979.75,0,0,0
8,45,5987.0,15.7028,1,24.82,1455.0,0,0,0
8,46,2393.9,15.037,6,3.36,2034.13,0,0,0
8,47,2316.66,4.0838,3,21.44,3698.91,0,0,0
8,48,6749.09,29.6108,5,20.19,645.37,0,0,0
8,49,2067.27,7.1959,6,10.24,937.9,0,0,0
8,50,950.98,1.3392,5,8.33,814.21,0,0,0
9,1,5441.01,16.2297,6,4.36,611.98,0,0,0
9,2,525.12,3.8872,4,16.78,754.9,0,0,0
9,3,3386.17,11.6013,5,17.76,3251.99,0,0,0
9,4,3351.58,14.8405,5,14.32,1430.0,0,0,0
9,5,3544.66,19.0915,4,17.7,2856.17,0,0,0
9,6,1067.18,2.1858,7,32.61,6973.55,0,0,0
9,7,2017.37,5.1977,3,29.12,2077.7,0,0,0
9,8,2103.03,17.7067,5,3.78,563.96,0,0,0
9,9,844.43,3.4053,3,9.29,890.61,0,0,0
9,10,546.41,2.2074,5,8.6,1118.72,0,0,0
9,11,3338.25,7.2366,3,10.79,4595.96,0,0,0
9,12,7179.86,44.1246,2,26.02,2542.79,0,0,0
9,13,815.17,5.7754,4,3.36,984.81,0,0,0
9,14,1795.76,17.875,2,34.22,7029.1,0,0,0
9,15,6464.58,79.6443,5,8.59,4098.98,0,0,0
9,16,2570.96,7.9081,1,23.0,3744.37,0,0,0
9,17,1501.97,6.0158,4,25.31,2135.7,0,0,0
9,18,1168.79,1.0868,4,13.15,2404.65,0,0,0
9,19,15427.38,21.3491,3,25.05,5043.23,0,0,0
9,20,3476.15,9.5064,5,30.1,1984.2,0,0,0
9,21,2340.26,18.6223,5,12.14,2189.89,0,1,0
9,22,1269.67,5.099,2,15.93,5491.25,0,0,0
9,23,1798.31,21.8855,3,10.86,5881.34,0,1,0
9,24,4915.22,4.6844,7,15.64,2505.84,0,0,0
9,25,1826.12,6.494,5,27.85,2213.01,0,0,0
9,26,5248.95,5.6715,1,7.69,1457.03,0,0,0
9,27,2298.88,19.6875,6,24.61,1838.99,0,0,0
9,28,1914.01,6.1841,4,23.76,3630.57,0,0,0
9,29,5509.42,17.6228,3,21.55,2835.17,0,0,0
9,30,1382.8,3.1617,2,14.67,960.93,0,0,0
9,31,14202.15,67.0623,2,16.52,926.94,0,0,0
9,32,3653.31,5.3683,3,29.83,2165.81,0,0,0
9,33,7936.85,20.3722,5,23.65,743.93,0,0,0
9,34,4574.57,16.8023,6,19.5,4281.47,0,1,0
9,35,1081.96,3.9377,3,28.47,2996.9,0,0,0
9,36,7577.45,9.292,7,33.29,947.06,0,0,0
9,37,136.98,2.2261,11,26.32,1969.64,0,1,0
9,38,10916.42,24.1271,6,11.61,1469.91,0,0,0
9,39,1161.07,3.708,5,10.39,1560.6,0,0,0
9,40,4018.25,6.4175,3,11.23,3127.77,0,0,0
9,41,3508.87,4.7211,5,23.28,1726.41,0,0,0
9,42,8519.09,51.0223,7,14.76,2936.55,0,0,0
9,43,534.78,2.5958,0,11.3,1411.91,0,1,0
9,44,12009.63,72.6749,3,28.88,3503.16,0,0,0
9,45,5105.09,14.7391,3,9.16,1640.83,0,0,0
9,46,3959.01,13.4688,3,7.99,2411.25,0,0,0
9,47,239.59,2.3171,13,15.56,3084.42,0,0,0
9,48,13266.68,23.8031,4,30.9,479.08,0,0,0
9,49,6388.03,4.1841,2,20.16,696.08,0,0,0
9,50,1300.57,1.4665,4,13.3,1311.14,0,0,0
10,1,5556.45,11.2854,2,5.26,524.14,0,0,0
10,2,711.09,3.5385,4,16.94,517.86,0,0,0
10,3,1668.89,12.6227,3,25.3,1714.86,0,0,0
10,4,2836.43,8.1067,2,3.88,789.06,0,0,0
