timestep,cloud_id,cloud_cpu_available,cloud_memory_available,cloud_queue_length,cloud_latency_current,is_in_maintenance,is_overloaded,had_cold_start
7,17,164430.46,1076.0882,1,35.28,0,0,0
7,18,82995.1,280.786,10,26.28,0,0,0
7,19,120561.34,467.9481,4,65.52,0,0,0
7,20,53652.87,182.2395,3,24.54,0,0,0
8,1,52082.59,306.0812,2,38.95,0,0,0
8,2,96476.55,310.9746,5,23.09,0,0,0
8,3,244689.15,1069.6365,4,76.7,0,0,0
8,4,272970.96,248.2709,7,24.82,0,0,0
8,5,299810.79,381.1005,3,35.09,0,0,0
8,6,208938.78,379.522,4,32.85,0,0,0
8,7,171777.87,339.7959,1,38.48,0,0,0
8,8,118887.81,641.1765,6,45.08,0,0,0
8,9,151471.04,960.1557,7,63.91,0,0,0
8,10,209069.07,730.1375,2,42.94,0,0,0
8,11,52793.44,891.9916,82,68.22,0,0,0
8,12,142357.33,1146.5775,4,44.98,0,0,0
8,13,31805.8,1164.4799,2,75.11,0,0,0
8,14,147493.7,815.2575,5,43.68,0,0,0
8,15,130937.83,322.0903,4,22.52,0,0,0
8,16,104673.98,297.4684,9,58.49,0,0,0
8,17,155534.1,1047.3437,4,33.13,0,0,0
8,18,109639.24,655.6768,1,29.39,0,0,0
8,19,126714.12,689.7997,8,69.61,0,0,0
8,20,100625.28,256.4423,5,30.84,0,0,0
9,1,94282.13,254.1466,6,37.73,0,0,0
9,2,127676.92,310.0483,0,21.09,0,0,0
9,3,149064.03,1064.7108,3,66.77,0,0,0
9,4,309722.26,456.8454,5,34.29,0,0,0
9,5,170788.04,813.6652,2,42.71,0,0,0
9,6,106492.04,370.086,5,32.84,0,0,0
9,7,227617.3,234.4497,4,42.09,0,0,0
9,8,260969.86,513.6045,16,38.17,0,0,0
9,9,102915.44,400.087,4,61.5,0,0,0
9,10,178639.47,668.6752,4,41.76,0,0,0
9,11,210696.51,1060.5458,6,52.76,0,0,0
9,12,86840.51,1092.2006,2,53.74,0,0,0
9,13,27230.38,427.3222,10,67.1,0,0,0
9,14,130939.98,541.4579,5,47.07,0,0,0
9,15,56889.59,250.9546,4,15.5,0,0,0
9,16,62787.63,356.8682,3,69.52,0,0,0
9,17,150384.84,677.0409,5,38.85,0,0,0
9,18,59214.49,543.2974,1,24.53,0,0,0
9,19,127013.46,402.1949,3,68.13,0,0,0
9,20,68083.51,333.7814,6,20.31,0,0,0
10,1,113850.18,172.2313,4,38.25,0,0,0
10,2,152752.74,706.7846,5,19.91,0,0,0
10,3,148521.0,859.5465,3,64.84,0,0,0
10,4,238963.08,194.7523,5,22.69,0,0,0
10,5,168362.44,432.6968,3,38.29,0,0,0
10,6,88471.83,365.4243,5,30.56,0,0,0
10,7,194827.03,315.4645,5,39.38,0,0,0
10,8,239005.39,598.049,7,44.75,0,0,0
10,9,182253.18,696.0437,2,64.09,0,0,0
10,10,247716.46,817.8665,4,35.61,0,0,0
10,11,89308.16,586.151,1,63.79,0,0,0
10,12,144836.92,611.7935,2,37.57,0,0,0
10,13,43314.98,806.2128,7,63.91,0,0,0
10,14,129632.04,642.7184,8,50.68,0,0,0
10,15,62495.13,196.3573,5,24.21,0,0,0
10,16,96545.77,314.6158,9,60.58,0,0,0
10,17,184488.16,761.049,6,34.46,0,0,0
10,18,75229.74,617.2436,4,23.83,0,0,0
10,19,154106.99,239.2079,6,61.52,0,0,0
10,20,78576.75,178.144,4,17.52,0,0,0
11,1,90443.95,266.1815,10,33.44,0,0,0
11,2,109372.22,510.2413,5,19.57,0,0,0
11,3,204253.81,910.4383,4,69.03,0,0,0
11,4,232220.64,278.2184,9,25.56,0,0,0
11,5,258193.52,633.7273,2,38.18,0,0,0
11,6,81918.96,873.3223,4,36.77,0,0,0
11,7,214049.88,221.1695,3,42.01,0,0,0
11,8,202708.31,721.779,4,44.27,0,0,0
11,9,80558.37,550.6346,6,65.34,0,0,0
11,10,152663.8,546.2929,9,44.42,0,0,0
11,11,138938.83,435.7134,5,66.65,0,0,0
11,12,117489.86,845.8087,5,41.73,0,0,0
11,13,49827.85,716.2295,9,72.32,0,0,0
11,14,184088.8,273.7716,4,49.47,0,0,0
11,15,138667.16,235.6606,5,13.76,0,0,0
11,16,40824.76,312.8705,5,64.34,0,0,0
11,17,94119.61,1217.0464,4,27.78,0,0,0
11,18,84273.74,408.332,6,25.73,0,0,0
11,19,129695.04,283.9226,5,65.49,0,0,0
11,20,133533.66,415.9969,8,30.52,0,0,0
12,1,88982.81,281.5345,2,30.06,0,0,0
12,2,141645.11,405.241,6,19.51,0,0,0
12,3,122473.83,588.3413,10,67.22,0,0,0
12,4,132648.24,326.3133,8,27.35,0,0,0
12,5,114430.28,609.7757,4,24.55,0,0,0
12,6,88395.95,392.8476,2,30.43,0,0,0
12,7,96799.07,321.8141,3,46.8,0,0,0
12,8,142123.58,564.7698,4,51.94,0,0,0
12,9,140661.99,434.0131,8,63.74,0,0,0
12,10,107197.79,685.9352,7,46.98,0,0,0
12,11,160418.09,930.06,4,66.47,0,0,0
12,12,113663.88,777.5862,7,33.18,0,0,0
12,13,47655.9,897.4152,7,70.02,0,0,0
12,14,190700.77,794.7293,4,39.56,0,0,0
12,15,145840.37,505.7,4,23.87,0,0,0
12,16,73819.71,261.7286,6,62.46,0,0,0
12,17,102790.18,795.2566,6,34.44,0,0,0
12,18,55242.5,453.15,4,20.29,0,0,0
12,19,149003.99,551.3416,6,66.53,0,0,0
12,20,86829.93,377.573,4,31.44,0,0,0
13,1,58692.23,171.8483,6,36.21,0,0,0
13,2,134321.28,680.0319,3,25.59,0,0,0
13,3,133045.98,534.4935,4,64.07,0,0,0
13,4,134813.47,448.4557,4,26.21,0,0,0
13,5,237997.22,582.0805,4,30.55,0,0,0
13,6,206494.34,470.3731,7,37.0,0,0,0
13,7,242962.14,167.0622,7,39.31,0,0,0
13,8,143496.99,582.5733,5,39.9,0,0,0
13,9,164102.8,469.3695,3,71.73,0,0,0
13,10,281464.04,1216.2938,1,40.86,0,0,0
13,11,191224.87,468.869,5,67.32,0,0,0
13,12,70343.99,752.2694,1,42.17,0,0,0
13,13,52593.42,1240.0134,7,73.0,0,0,0
13,14,174869.88,260.6077,5,37.86,0,0,0
13,15,117285.09,313.8794,4,24.37,0,0,0
13,16,86877.14,192.2748,5,71.32,0,0,0
13,17,108222.44,567.1652,7,36.48,0,0,0
13,18,57418.83,255.4658,4,28.8,0,0,0
13,19,83860.2,254.6472,7,71.88,0,0,0
13,20,97979.72,302.3307,4,17.9,0,0,0
14,1,118629.68,276.8758,5,37.75,0,0,0
14,2,192080.08,332.3432,4,21.77,0,0,0
14,3,231213.83,1102.6258,3,68.69,0,0,0
14,4,122200.12,463.1636,2,15.31,0,0,0
14,5,226202.72,604.7973,9,30.87,0,0,0
14,6,118961.74,827.1302,7,36.95,0,0,0
14,7,116324.35,150.3983,2,38.86,0,0,0
14,8,301818.72,355.7063,2,51.69,0,0,0
14,9,73594.87,801.6882,3,60.69,0,0,0
14,10,113812.25,958.9015,4,38.85,0,0,0
14,11,160986.96,500.2075,7,64.2,0,0,0
14,12,112125.03,672.8222,4,41.77,0,0,0
14,13,66920.86,398.9754,2,69.06,0,0,0
14,14,147410.83,748.5841,4,46.82,0,0,0
14,15,109094.16,505.0088,5,25.04,0,0,0
14,16,83443.69,184.5183,5,62.21,0,0,0
14,17,46400.61,872.246,108,36.75,0,0,0
14,18,58834.0,711.5157,5,28.37,0,0,0
14,19,158330.72,317.8989,5,74.64,0,0,0
14,20,122688.61,196.2575,5,21.54,0,0,0
15,1,44101.31,352.7402,2,37.36,0,0,0
15,2,164478.41,817.0573,7,19.43,0,0,0
15,3,225387.44,1050.7476,1,69.88,0,0,0
15,4,167571.18,219.073,3,24.26,0,0,0
15,5,193059.17,753.1491,4,24.91,0,0,0
15,6,205061.49,830.0654,4,39.79,0,0,0
15,7,104992.97,186.3345,3,39.22,0,0,0
15,8,189835.29,886.2685,3,48.5,0,0,0
15,9,77309.24,933.8583,4,75.1,0,0,0
15,10,273767.2,450.1303,6,38.12,0,0,0
15,11,160504.15,818.5881,6,71.77,0,0,0
15,12,74259.9,1155.5782,7,54.2,0,0,0
15,13,43303.04,1189.3688,2,68.86,0,0,0
15,14,88260.45,557.716,5,45.22,0,0,0
15,15,116169.36,373.411,5,19.22,0,0,0
15,16,94762.7,139.3407,4,60.12,0,0,0
15,17,85157.94,540.561,3,35.92,0,0,0
15,18,55601.37,639.7273,6,26.09,0,0,0
15,19,100471.67,512.8697,9,66.91,0,0,0
15,20,64493.19,252.979,5,18.85,0,0,0
16,1,42547.54,318.6366,6,40.58,0,0,0
16,2,110849.58,459.1643,7,16.86,0,0,0
16,3,190606.36,501.5365,5,65.09,0,0,0
16,4,316683.02,479.0274,6,30.8,0,0,0
16,5,130767.52,408.38,5,31.65,0,0,0
16,6,121599.22,609.2609,7,35.99,0,0,0
16,7,232202.06,229.5971,7,243.54,0,0,1
16,8,259604.64,402.7723,3,50.77,0,0,0
16,9,141570.17,697.8036,6,66.12,0,0,0
16,10,230902.66,538.7606,4,38.95,0,0,0
16,11,211350.05,778.2329,7,59.17,0,0,0
16,12,133706.17,895.43,1,39.81,0,0,0
16,13,48959.11,668.3917,3,66.75,0,0,0
16,14,199853.14,278.3186,7,46.24,0,0,0
16,15,112730.24,162.6522,6,27.23,0,0,0
16,16,51748.42,163.0724,5,68.22,0,0,0
16,17,189230.49,595.2759,5,40.5,0,0,0
16,18,47545.66,377.9281,6,16.33,0,0,0
16,19,129787.52,425.5533,3,71.31,0,0,0
16,20,131879.43,375.4197,8,25.08,0,0,0
17,1,47464.34,267.1433,7,37.13,0,0,0
17,2,155325.53,667.0818,7,27.14,0,0,0
17,3,251776.46,785.2002,3,67.16,0,0,0
17,4,138450.79,358.1376,2,32.18,0,0,0
17,5,196475.49,1014.1665,9,35.09,0,0,0
17,6,199937.45,699.8002,2,27.95,0,0,0
17,7,116886.1,200.387,5,42.78,0,0,0
17,8,240263.13,643.4117,9,46.26,0,0,0
17,9,165808.52,735.1391,3,69.84,0,0,0
17,10,227138.15,1052.7721,4,39.89,0,0,0
17,11,151046.54,885.7153,8,63.22,0,0,0
17,12,159932.19,935.7907,4,52.48,0,0,0
17,13,65730.49,530.4313,4,58.67,0,0,0
17,14,84508.53,389.432,6,38.53,0,0,0
17,15,130496.78,257.1613,8,24.7,0,0,0
17,16,71182.93,373.2898,2,56.43,0,0,0
17,17,84696.51,411.2267,5,32.47,0,0,0
17,18,49255.73,507.1647,3,26.91,0,0,0
17,19,126931.65,449.4424,5,72.66,0,0,0
17,20,120209.19,471.0412,5,26.07,0,0,0
18,1,50991.24,361.1835,3,34.7,0,0,0
18,2,177670.38,879.0689,6,25.41,0,0,0
18,3,196943.73,713.2951,8,64.43,0,0,0
18,4,229513.71,460.3333,3,29.26,0,0,0
18,5,155986.54,898.6338,6,31.37,0,0,0
18,6,87172.27,657.2952,7,28.89,0,0,0
18,7,132207.48,361.1422,4,42.0,0,0,0
18,8,235012.86,414.092,4,47.91,0,0,0
18,9,125936.97,456.3558,1,77.13,0,0,0
18,10,244797.69,1087.6076,3,40.0,0,0,0
18,11,133711.47,808.5786,0,59.12,0,0,0
18,12,167938.27,683.3167,3,36.56,0,0,0
18,13,67553.0,1227.4351,6,72.93,0,0,0
18,14,96826.98,661.0948,4,47.07,0,0,0
18,15,97542.71,166.2186,6,24.04,0,0,0
18,16,51484.4,152.4951,4,61.69,0,0,0
18,17,116654.99,664.9594,3,35.37,0,0,0
18,18,100844.92,292.0572,4,29.42,0,0,0
18,19,144464.87,564.4479,4,72.59,0,0,0
18,20,107738.48,247.4297,12,30.18,0,0,0
19,1,65132.43,122.4929,5,40.96,0,0,0
19,2,131288.82,876.8859,8,25.2,0,0,0
19,3,106853.02,1151.6364,5,65.83,0,0,0
19,4,237824.06,211.2011,6,28.5,0,0,0
19,5,255797.76,449.6168,5,34.86,0,0,0
19,6,176888.62,791.1923,4,42.23,0,0,0
19,7,226132.3,262.5496,4,42.05,0,0,0
19,8,264193.29,436.3213,6,43.36,0,0,0
19,9,146310.9,453.7571,4,77.63,0,0,0
19,10,261040.63,841.4621,5,39.23,0,0,0
19,11,190082.92,400.328,4,64.49,0,0,0
19,12,168958.37,1108.236,5,35.03,0,0,0
19,13,61777.75,1274.2929,5,70.23,0,0,0
19,14,191791.97,619.8163,6,43.72,0,0,0
19,15,158972.1,495.8961,7,21.66,0,0,0
19,16,67983.22,270.7202,5,60.19,0,0,0
19,17,195198.44,526.059,4,39.56,0,0,0
19,18,92270.1,404.7853,1,19.03,0,0,0
19,19,134352.11,494.11,5,75.99,0,0,0
19,20,113670.43,384.7067,7,28.58,0,0,0
20,1,69584.12,181.1506,2,27.87,0,0,0
20,2,125324.75,361.619,5,21.04,0,0,0
20,3,172036.23,387.421,5,63.15,0,0,0
20,4,177163.34,434.9563,6,20.28,0,0,0
20,5,227076.72,507.2265,2,38.27,0,0,0
20,6,82221.06,554.1266,5,35.34,0,0,0
20,7,180305.7,351.0819,4,51.21,0,0,0
20,8,177956.04,816.6323,2,40.8,0,0,0
20,9,167283.71,561.9247,9,67.41,0,0,0
20,10,163765.21,694.7732,4,41.65,0,0,0
20,11,158427.24,417.4991,2,68.57,0,0,0
20,12,99206.47,985.134,4,42.29,0,0,0
20,13,51942.31,1085.7792,4,64.48,0,0,0
20,14,137516.05,472.3628,1,37.43,0,0,0
20,15,71418.04,291.4857,2,31.64,0,0,0
20,16,49996.95,203.5227,6,67.2,0,0,0
20,17,149405.27,570.7133,3,33.03,0,0,0
20,18,80083.62,697.2282,2,25.88,0,0,0
20,19,148373.22,566.0826,4,68.01,0,0,0
20,20,54225.01,272.2653,8,27.83,0,0,0
21,1,72238.51,309.443,4,31.65,0,0,0
21,2,108247.08,569.6097,5,26.01,0,0,0
21,3,173423.8,1147.3099,11,72.15,0,0,0
21,4,205628.18,169.6203,3,30.63,0,0,0
21,5,206791.8,545.0151,4,40.71,0,0,0
21,6,126812.52,798.8729,5,34.88,0,0,0
21,7,100794.85,336.513,6,42.55,0,0,0
21,8,127505.0,338.5013,6,38.7,0,0,0
21,9,163828.2,532.0166,2,64.11,0,0,0
21,10,107693.19,1079.3463,6,43.24,0,0,0
21,11,184953.29,724.0908,4,68.56,0,0,0
21,12,146136.66,714.9382,2,43.58,0,0,0
21,13,36932.4,560.4005,6,64.27,0,0,0
21,14,135892.12,523.7255,4,41.89,0,0,0
21,15,83526.44,196.2354,4,19.48,0,0,0
21,16,90921.17,263.0453,3,63.62,0,0,0
21,17,136978.74,517.8049,7,34.27,0,0,0
21,18,94134.59,344.1235,5,24.58,0,0,0
21,19,134605.17,304.693,7,70.17,0,0,0
21,20,118980.88,495.995,8,17.49,0,0,0
22,1,74151.76,332.681,3,33.02,0,0,0
22,2,149801.23,659.7618,5,28.6,0,0,0
22,3,132902.14,731.9574,3,70.26,0,0,0
22,4,140232.77,165.4793,5,22.65,0,0,0
22,5,215800.67,776.5992,7,36.45,0,0,0
22,6,194423.15,526.0854,7,26.57,0,0,0
22,7,182544.26,277.8253,6,46.89,0,0,0
22,8,229801.75,816.1564,5,49.76,0,0,0
22,9,116552.25,710.8809,6,63.03,0,0,0
22,10,265021.98,580.9865,10,46.06,0,0,0
22,11,104255.95,1155.4911,4,58.68,0,0,0
22,12,87132.25,726.044,3,39.59,0,0,0
22,13,43620.78,766.1965,5,62.25,0,0,0
22,14,135916.43,833.004,3,42.96,0,0,0
22,15,89101.74,503.8925,5,16.61,0,0,0
22,16,8436.74,160.5035,112,64.65,0,1,0
22,17,132387.89,532.2735,4,37.14,0,0,0
22,18,83540.51,646.5869,9,24.12,0,0,0
22,19,181518.45,688.9703,11,71.34,0,0,0
22,20,114304.77,429.1936,4,29.05,0,0,0
23,1,92229.17,292.8343,4,31.15,0,0,0
23,2,75971.12,359.8254,8,31.42,0,0,0
23,3,255918.03,1161.8857,4,70.11,0,0,0
23,4,260257.98,313.6631,2,23.7,0,0,0
23,5,61581.31,523.1097,106,29.58,0,0,0
23,6,158599.88,610.5462,6,27.13,0,0,0
23,7,172993.36,197.53,7,40.41,0,0,0
23,8,277815.08,458.1909,3,47.34,0,0,0
23,9,105671.8,574.0344,3,78.34,0,0,0
23,10,114465.73,592.7526,3,46.08,0,0,0
23,11,229115.36,721.83,6,69.69,0,0,0
23,12,109458.63,1061.3711,6,39.11,0,0,0
23,13,59613.18,969.4326,8,62.97,0,0,0
23,14,144939.71,743.1933,3,43.02,0,0,0
23,15,138834.88,452.5843,4,20.39,0,0,0
23,16,90020.69,267.8567,7,69.54,0,0,0
23,17,204117.04,636.4667,9,30.54,0,0,0
23,18,98021.34,367.5353,1,17.68,0,0,0
23,19,125206.59,284.1424,4,65.42,0,0,0
23,20,84316.48,321.8365,4,26.02,0,0,0
24,1,65237.19,235.3156,5,31.82,0,0,0
24,2,144874.75,461.9137,7,28.79,0,0,0
24,3,162223.34,437.7991,4,64.97,0,0,0
24,4,334375.78,173.2734,2,32.21,0,0,0
24,5,279786.87,615.8675,3,27.32,0,0,0
24,6,154849.19,592.6614,6,34.97,0,0,0
24,7,104497.26,175.107,5,43.88,0,0,0
24,8,263002.1,497.2829,3,41.53,0,0,0
24,9,143900.72,1026.2788,3,64.02,0,0,0
24,10,173538.56,1001.7367,5,49.55,0,0,0
24,11,232877.5,680.3325,7,64.04,0,0,0
24,12,166754.16,1042.25,6,38.81,0,0,0
24,13,67430.79,645.8763,5,73.72,0,0,0
24,14,106959.43,739.2045,11,44.6,0,0,0
24,15,148805.64,163.6707,4,18.67,0,0,0
24,16,75338.74,386.4398,6,69.64,0,0,0
24,17,82164.33,927.8668,10,36.93,0,0,0
24,18,57716.02,260.5292,5,29.67,0,0,0
24,19,146666.32,297.132,7,74.68,0,0,0
24,20,102474.88,385.6803,4,19.93,0,0,0
25,1,102686.12,286.8283,3,32.52,0,0,0
25,2,94616.03,841.8188,0,21.99,0,0,0
25,3,205097.42,782.3133,6,67.5,0,0,0
25,4,236093.86,472.1022,5,20.89,0,0,0
25,5,188142.25,626.9257,4,36.42,0,0,0
25,6,168641.27,376.489,7,37.73,0,0,0
25,7,174441.86,158.9327,3,44.15,0,0,0
25,8,173157.33,570.8024,8,49.72,0,0,0
25,9,75322.68,397.6938,6,65.97,0,0,0
25,10,238315.79,1206.5695,5,38.55,0,0,0
25,11,133038.39,554.0455,5,63.88,0,0,0
25,12,135944.83,429.9834,6,43.02,0,0,0
25,13,35935.06,477.9125,9,65.56,0,0,0
25,14,112495.72,300.1352,3,46.16,0,0,0
25,15,75652.25,278.2644,4,26.93,0,0,0
25,16,74742.1,153.8653,5,61.07,0,0,0
25,17,199873.03,1023.1699,2,41.36,0,0,0
25,18,98326.02,254.559,7,21.91,0,0,0
25,19,177409.25,452.3561,4,70.75,0,0,0
25,20,124074.13,165.0193,5,22.34,0,0,0
26,1,90386.56,192.0965,1,46.17,0,0,0
26,2,93109.02,314.1987,4,21.07,0,0,0
26,3,145552.5,802.5093,7,59.01,0,0,0
26,4,323333.07,224.2463,5,22.32,0,0,0
26,5,260509.49,397.432,5,33.53,0,0,0
26,6,134179.92,490.748,5,44.19,0,0,0
26,7,193606.92,325.7045,3,42.36,0,0,0
26,8,202169.14,560.6428,2,43.64,0,0,0
26,9,166890.4,774.3594,8,62.42,0,0,0
26,10,251912.14,1171.5086,7,44.62,0,0,0
26,11,123099.4,1074.9477,5,68.1,0,0,0
26,12,147424.42,782.5077,8,37.63,0,0,0
26,13,39809.14,604.7921,5,75.27,0,0,0
26,14,118252.92,485.5932,7,42.77,0,0,0
26,15,122927.46,165.81,7,23.65,0,0,0
26,16,89573.97,386.5118,4,61.98,0,0,0
26,17,99871.69,769.1529,4,37.22,0,0,0
26,18,54581.49,407.0941,4,23.45,0,0,0
26,19,98131.61,421.3243,4,67.45,0,0,0
26,20,118995.85,444.509,2,22.51,0,0,0
27,1,44888.86,121.9658,5,30.59,0,0,0
27,2,107080.51,353.4303,7,35.62,0,0,0
27,3,228226.33,1108.6991,2,71.95,0,0,0
27,4,270094.73,392.1849,7,20.41,0,0,0
27,5,292953.51,392.0256,6,36.75,0,0,0
27,6,130343.45,659.8162,8,24.92,0,0,0
27,7,117520.9,296.1257,6,36.62,0,0,0
27,8,162045.37,297.4917,4,37.28,0,0,0
27,9,135154.25,505.0835,1,72.99,0,0,0
27,10,185538.02,1064.1224,4,50.79,0,0,0
27,11,245194.4,1114.0841,6,55.52,0,0,0
27,12,89265.92,859.0099,4,46.08,0,0,0
27,13,32701.96,793.6066,7,70.64,0,0,0
