timestep,cloud_id,cloud_cpu_available,cloud_memory_available,cloud_queue_length,cloud_latency_current,is_in_maintenance,is_overloaded,had_cold_start
13,1,66567.51,98.2168,7,52.83,0,0,0
13,2,43863.28,150.229,11,37.19,0,0,0
13,3,20332.79,152.4058,8,92.59,0,0,0
13,4,52159.57,211.8282,10,43.39,0,0,0
13,5,7401.36,294.8594,8,41.22,0,0,0
13,6,51658.06,138.244,9,62.13,0,0,0
13,7,9968.2,293.753,13,65.3,0,0,0
13,8,18944.65,245.1838,6,59.19,0,0,0
13,9,58117.84,190.968,5,103.49,0,0,0
13,10,24657.43,166.5719,6,70.3,0,0,0
14,1,33724.27,147.874,3,51.74,0,0,0
14,2,35540.46,80.9519,13,42.69,0,0,0
14,3,14103.19,191.4861,10,99.08,0,0,0
14,4,33037.6,154.5121,5,46.01,0,0,0
14,5,11072.81,348.6149,6,46.88,0,0,0
14,6,36013.23,240.5812,7,49.41,0,0,0
14,7,16103.22,97.3504,9,56.03,0,0,0
14,8,15677.66,251.896,7,72.5,0,0,0
14,9,59476.94,113.7088,8,107.53,0,0,0
14,10,25963.59,333.2847,10,60.5,0,0,0
15,1,19593.23,121.5326,8,60.81,0,0,0
15,2,18055.02,150.9845,4,40.41,0,0,0
15,3,23645.34,171.9939,3,88.26,0,0,0
15,4,46863.79,368.3744,11,25.47,0,0,0
15,5,4567.43,154.5718,10,44.72,0,0,0
15,6,57392.43,167.2642,7,45.48,0,0,0
15,7,20598.04,143.3522,18,55.68,0,0,0
15,8,15164.2,245.4128,9,61.97,0,0,0
15,9,44409.7,179.912,7,88.43,0,0,0
15,10,12509.52,331.6886,5,56.31,0,0,0
16,1,40126.13,69.3612,13,56.66,0,0,0
16,2,27926.45,135.1119,6,31.33,0,0,0
16,3,13800.02,147.8775,6,108.62,0,0,0
16,4,32011.23,336.3141,9,40.2,0,0,0
16,5,10488.83,259.4891,9,62.65,0,0,0
16,6,42672.11,175.3209,8,61.31,0,0,0
16,7,12071.69,156.5835,10,69.27,0,0,0
16,8,14401.01,162.1071,6,57.77,0,0,0
16,9,40379.3,145.0487,8,105.66,0,0,0
16,10,24813.44,256.2832,10,72.75,0,0,0
17,1,48113.62,81.7241,6,57.2,0,0,0
17,2,14583.74,84.624,9,35.69,0,0,0
17,3,42983.14,276.6688,4,93.3,0,0,0
17,4,32821.61,126.2344,9,27.58,0,0,0
17,5,15769.94,274.4147,4,48.37,0,0,0
17,6,42300.18,201.745,7,53.92,0,0,0
17,7,16576.56,224.2619,5,52.57,0,0,0
17,8,11670.55,226.5974,8,51.01,0,0,0
17,9,23905.66,106.3418,13,104.33,0,0,0
17,10,7587.0,126.8774,9,63.85,0,0,0
18,1,56897.76,122.1571,10,46.82,0,0,0
18,2,26876.33,136.7255,10,43.0,0,0,0
18,3,29759.91,294.7914,8,92.39,0,0,0
18,4,17822.58,240.0671,8,28.44,0,0,0
18,5,6410.8,176.8746,3,50.3,0,0,0
18,6,40347.53,110.0721,12,63.16,0,0,0
18,7,18525.69,181.9645,6,67.07,0,0,0
18,8,15793.95,353.4845,16,58.73,0,0,0
18,9,49049.93,147.5364,2,107.13,0,0,0
18,10,27309.44,170.461,10,64.16,0,0,0
19,1,23691.54,145.4259,5,52.69,0,0,0
19,2,28782.49,190.053,7,46.82,0,0,0
19,3,30748.64,239.493,6,102.94,0,0,0
19,4,20278.27,159.6808,12,30.97,0,0,0
19,5,14634.06,254.72,9,48.18,0,0,0
19,6,39491.1,151.6342,14,59.84,0,0,0
19,7,37336.01,250.3831,10,62.15,0,0,0
19,8,20172.57,116.061,8,59.18,0,0,0
19,9,43867.74,77.3922,5,96.72,0,0,0
19,10,25788.6,279.0039,7,71.52,0,0,0
20,1,46005.37,92.3305,11,45.44,0,0,0
20,2,12319.76,164.4493,9,38.02,0,0,0
20,3,17246.13,225.4932,6,95.75,0,0,0
20,4,20859.59,167.6672,12,47.85,0,0,0
20,5,8435.8,249.888,7,53.08,0,0,0
20,6,34961.86,127.4115,8,54.83,0,0,0
20,7,29449.31,125.5927,4,54.74,0,0,0
20,8,7050.75,135.6543,5,58.36,0,0,0
20,9,32228.81,228.7563,7,94.0,0,0,0
20,10,6777.09,319.1382,15,55.94,0,0,0
21,1,17450.28,86.6535,8,53.77,0,0,0
21,2,32726.87,123.4134,4,45.69,0,0,0
21,3,55954.7,229.0138,12,95.84,0,0,0
21,4,15693.77,334.5768,6,25.14,0,0,0
21,5,8797.27,203.67,3,61.53,0,0,0
21,6,52348.37,126.2869,4,53.49,0,0,0
21,7,25002.92,204.1758,9,60.13,0,0,0
21,8,20091.95,177.9653,9,55.76,0,0,0
21,9,42396.89,143.9748,8,94.22,0,0,0
21,10,20449.24,177.2763,7,64.28,0,0,0
22,1,48519.15,138.7129,8,50.24,0,0,0
22,2,34904.77,131.5479,9,28.45,0,0,0
22,3,35617.63,144.5866,8,87.52,0,0,0
22,4,34481.01,141.5512,7,40.8,0,0,0
22,5,9608.5,276.2516,6,59.96,0,0,0
22,6,46495.4,167.8855,9,45.73,0,0,0
22,7,21017.53,237.0205,7,61.11,0,0,0
22,8,8587.36,229.532,9,74.38,0,0,0
22,9,16348.34,237.2401,6,95.67,0,0,0
22,10,17950.03,205.7821,8,55.77,0,0,0
23,1,35037.03,57.5898,4,41.19,0,0,0
23,2,16123.31,186.3504,10,46.75,0,0,0
23,3,51591.21,208.6162,10,95.28,0,0,0
23,4,15146.27,205.4699,9,47.86,0,0,0
23,5,7103.42,163.0651,8,63.08,0,0,0
23,6,56203.52,145.5653,7,61.13,0,0,0
23,7,14357.23,103.1314,10,61.12,0,0,0
23,8,1830.02,228.4872,172,68.26,0,1,0
23,9,45800.38,193.7313,11,99.6,0,0,0
23,10,8324.7,255.5043,11,66.55,0,0,0
24,1,24009.86,86.864,9,48.3,0,0,0
24,2,23549.09,109.0362,5,32.59,0,0,0
24,3,21889.24,132.2107,13,105.29,0,0,0
24,4,42689.0,312.8763,3,36.02,0,0,0
24,5,1057.4,317.1706,108,48.92,0,1,0
24,6,53022.2,93.0757,5,45.39,0,0,0
24,7,23231.57,115.3081,10,63.46,0,0,0
24,8,12274.01,172.9041,6,56.73,0,0,0
24,9,26821.53,237.4742,9,108.36,0,0,0
24,10,20855.18,131.2006,6,51.48,0,0,0
25,1,27153.01,128.6251,9,46.45,0,0,0
25,2,31531.18,80.4652,5,49.71,0,0,0
25,3,19708.76,144.9615,7,103.35,0,0,0
25,4,31867.12,341.9155,8,25.04,0,0,0
25,5,4365.55,183.6716,9,53.14,0,0,0
25,6,15913.82,246.9833,6,43.34,0,0,0
25,7,25059.18,142.3585,8,56.71,0,0,0
25,8,22987.34,300.4606,9,63.22,0,0,0
25,9,33826.29,175.0248,5,99.99,0,0,0
25,10,20639.96,324.244,6,72.32,0,0,0
26,1,6760.85,81.3343,175,46.49,0,1,0
26,2,33935.34,114.2569,11,45.32,0,0,0
26,3,24612.76,276.0326,11,91.02,0,0,0
26,4,30606.94,228.0126,8,25.81,0,0,0
26,5,13610.99,215.6892,8,59.85,0,0,0
26,6,47978.04,221.4183,10,63.07,0,0,0
26,7,31690.16,119.1638,9,64.85,0,0,0
26,8,6003.25,199.3579,8,59.09,0,0,0
26,9,44439.73,135.3246,8,89.08,0,0,0
26,10,18140.48,230.5566,6,56.71,0,0,0
27,1,40246.34,145.633,11,40.03,0,0,0
27,2,32588.13,81.8405,5,47.64,0,0,0
27,3,31298.62,130.893,12,106.55,0,0,0
27,4,15050.39,275.9664,8,45.28,0,0,0
27,5,6859.57,278.2652,8,55.13,0,0,0
27,6,20826.2,139.1032,4,63.73,0,0,0
27,7,28222.6,134.2791,5,58.09,0,0,0
27,8,20688.6,193.7174,9,56.46,0,0,0
27,9,42502.38,196.5114,7,103.15,0,0,0
27,10,24562.17,266.0424,7,64.04,0,0,0
28,1,20074.38,135.8063,6,62.91,0,0,0
28,2,18245.58,145.0912,6,44.22,0,0,0
28,3,48478.97,206.6989,13,100.44,0,0,0
28,4,39835.15,234.4573,13,46.53,0,0,0
28,5,15280.12,212.5594,4,58.02,0,0,0
28,6,19374.63,190.9371,11,57.32,0,0,0
28,7,37897.02,235.224,5,70.26,0,0,0
28,8,13397.15,310.3345,10,69.76,0,0,0
28,9,24225.24,238.8912,8,86.87,0,0,0
28,10,16694.71,241.4166,10,54.67,0,0,0
29,1,32027.95,67.8119,7,46.96,0,0,0
29,2,36232.52,88.4244,9,41.56,0,0,0
29,3,21402.26,283.8302,9,94.93,0,0,0
29,4,13729.9,184.0579,10,38.26,0,0,0
29,5,15238.06,205.3308,10,63.73,0,0,0
29,6,42535.5,228.6679,9,40.99,0,0,0
29,7,39485.85,153.2711,10,74.23,0,0,0
29,8,17266.61,335.4882,12,71.68,0,0,0
29,9,43055.11,78.242,8,96.04,0,0,0
29,10,19465.81,171.8108,9,62.15,0,0,0
30,1,29649.29,144.5803,10,43.92,0,0,0
30,2,23395.15,230.4727,10,33.28,0,0,0
30,3,32870.61,112.4889,8,91.51,0,0,0
30,4,42726.22,203.2118,5,41.63,0,0,0
30,5,17557.23,239.5191,6,61.48,0,0,0
30,6,18461.92,236.5218,6,63.97,0,0,0
30,7,28492.37,294.3047,7,70.7,0,0,0
30,8,8309.35,188.9965,11,60.29,0,0,0
30,9,51131.52,225.8097,7,85.51,0,0,0
30,10,12496.4,242.9236,7,57.0,0,0,0
31,1,31347.41,111.2643,5,62.6,0,0,0
31,2,42472.2,210.8172,8,29.16,0,0,0
31,3,18752.05,170.935,10,100.74,0,0,0
31,4,14563.86,340.892,8,29.78,0,0,0
31,5,17859.11,316.0175,6,48.36,0,0,0
31,6,17240.58,219.6381,4,51.98,0,0,0
31,7,20339.33,209.0383,4,51.53,0,0,0
31,8,9965.91,320.8022,6,64.4,0,0,0
31,9,46292.32,196.5501,7,109.27,0,0,0
31,10,22246.45,128.9995,9,71.15,0,0,0
32,1,51456.09,103.2737,2,44.14,0,0,0
32,2,26065.48,134.3706,8,40.7,0,0,0
32,3,23185.37,197.1161,8,108.42,0,0,0
32,4,22165.63,373.2515,5,33.03,0,0,0
32,5,4420.49,226.3417,4,61.72,0,0,0
32,6,32847.42,89.388,5,50.93,0,0,0
32,7,10726.8,294.7574,8,73.15,0,0,0
32,8,11377.92,322.8319,5,73.23,0,0,0
32,9,14539.44,195.4881,8,90.18,0,0,0
32,10,18109.15,236.4653,11,70.57,0,0,0
33,1,20382.99,118.3812,8,51.86,0,0,0
33,2,35814.1,192.7057,7,30.89,0,0,0
33,3,52061.94,115.7139,7,95.15,0,0,0
33,4,48225.86,372.9809,5,49.26,0,0,0
33,5,8083.14,121.442,5,42.17,0,0,0
33,6,48760.2,118.5172,9,42.21,0,0,0
33,7,10432.84,252.7643,8,64.85,0,0,0
33,8,20724.61,227.5399,7,53.92,0,0,0
33,9,40950.61,238.2844,11,101.19,0,0,0
33,10,11445.92,211.1835,7,71.46,0,0,0
34,1,15976.05,108.3311,9,64.88,0,0,0
34,2,27912.14,122.1974,12,40.78,0,0,0
34,3,22896.72,235.9255,11,108.2,0,0,0
34,4,40175.35,344.7777,6,40.59,0,0,0
34,5,11148.1,351.8974,7,56.27,0,0,0
34,6,18938.58,186.684,10,42.83,0,0,0
34,7,27601.84,287.8398,6,58.86,0,0,0
34,8,10847.77,208.1598,8,61.52,0,0,0
34,9,45059.52,224.5814,10,108.68,0,0,0
34,10,8585.67,215.8948,8,59.95,0,0,0
35,1,22525.37,79.1822,9,56.61,0,0,0
35,2,30063.16,171.2418,3,27.16,0,0,0
35,3,35002.63,271.0726,2,93.24,0,0,0
35,4,35450.27,219.2734,9,28.3,0,0,0
35,5,5567.0,201.3548,4,57.17,0,0,0
35,6,25953.35,89.5295,11,62.78,0,0,0
35,7,13495.24,113.5181,10,74.55,0,0,0
35,8,7656.86,179.1792,14,73.44,0,0,0
35,9,56276.65,233.828,7,95.03,0,0,0
35,10,11931.23,203.4543,8,67.57,0,0,0
36,1,49105.35,70.0694,4,56.32,0,0,0
36,2,36623.63,210.6988,5,43.17,0,0,0
36,3,21974.28,219.8448,11,90.51,0,0,0
36,4,23431.55,313.1932,9,40.3,0,0,0
36,5,13396.16,268.0337,12,51.63,0,0,0
36,6,53944.57,185.0027,4,40.17,0,0,0
36,7,24923.13,256.4626,12,63.07,0,0,0
36,8,14786.82,148.0694,7,69.29,0,0,0
36,9,57339.23,202.0258,14,101.32,0,0,0
36,10,7319.44,265.1628,11,57.71,0,0,0
37,1,48545.8,138.1693,6,44.7,0,0,0
37,2,37470.83,201.6952,8,36.46,0,0,0
37,3,38614.28,197.437,13,86.77,0,0,0
37,4,34628.19,137.7416,7,42.79,0,0,0
37,5,5854.11,309.6824,9,53.12,0,0,0
37,6,46636.28,246.3504,4,62.02,0,0,0
37,7,37876.86,270.593,6,58.14,0,0,0
37,8,15898.52,341.9777,5,72.8,0,0,0
37,9,45808.95,211.478,8,91.49,0,0,0
37,10,25981.6,112.0882,7,53.49,0,0,0
38,1,42531.36,99.7547,8,44.28,0,0,0
38,2,12121.19,163.0508,8,36.21,0,0,0
38,3,39984.44,211.0099,8,109.5,0,0,0
38,4,13165.49,242.9352,10,38.86,0,0,0
38,5,752.83,207.1761,184,49.91,0,1,0
38,6,44423.06,200.6851,12,63.15,0,0,0
38,7,12376.79,263.6724,7,69.12,0,0,0
38,8,13435.71,331.7292,9,69.93,0,0,0
38,9,33982.6,182.2586,5,103.88,0,0,0
38,10,17345.59,137.168,5,72.59,0,0,0
39,1,45151.21,91.1076,10,1668.84,0,0,1
39,2,43353.66,160.3992,10,29.34,0,0,0
39,3,17517.15,159.879,8,97.06,0,0,0
39,4,30877.81,211.3757,11,41.13,0,0,0
39,5,13591.31,294.0204,8,60.0,0,0,0
39,6,17794.8,100.3353,6,52.37,0,0,0
39,7,29043.33,164.7348,6,55.17,0,0,0
39,8,17334.28,329.7409,9,56.18,0,0,0
39,9,46976.99,112.0588,8,99.14,0,0,0
39,10,24520.85,187.9092,5,60.08,0,0,0
40,1,23305.59,133.0094,8,53.47,0,0,0
40,2,20638.49,135.7463,9,28.39,0,0,0
40,3,33853.58,136.7084,9,106.56,0,0,0
40,4,37637.81,271.998,12,33.01,0,0,0
40,5,4899.22,288.8789,8,46.65,0,0,0
40,6,60460.59,120.7432,8,52.89,0,0,0
40,7,28186.89,208.8781,4,58.95,0,0,0
40,8,16607.75,114.0466,7,54.07,0,0,0
40,9,23748.64,206.8811,5,100.94,0,0,0
40,10,25116.84,157.5664,6,59.08,0,0,0
41,1,30377.25,98.6142,9,64.09,0,0,0
41,2,11659.14,112.9488,7,40.03,0,0,0
41,3,57828.68,178.4689,11,98.14,0,0,0
41,4,33529.06,239.3305,11,35.05,0,0,0
41,5,10630.34,341.3378,9,51.51,0,0,0
41,6,16289.24,83.089,7,41.65,0,0,0
41,7,21265.0,253.5615,13,63.86,0,0,0
41,8,16785.04,147.6838,3,50.76,0,0,0
41,9,26249.19,224.9971,11,100.66,0,0,0
41,10,2841.38,245.1148,123,68.84,0,1,0
42,1,36112.04,126.0499,9,60.15,0,0,0
42,2,20504.57,83.4645,11,46.05,0,0,0
42,3,16303.87,250.0947,6,108.62,0,0,0
42,4,46522.37,313.4773,5,29.27,0,0,0
42,5,4925.13,326.0329,16,40.15,0,0,0
42,6,23601.47,137.1472,6,52.18,0,0,0
42,7,16214.35,276.687,13,74.74,0,0,0
42,8,18206.91,178.3943,11,71.62,0,0,0
42,9,32113.45,181.2527,12,95.35,0,0,0
42,10,14341.53,246.2748,8,59.55,0,0,0
43,1,17563.56,134.3758,4,48.05,0,0,0
43,2,36101.2,150.5895,9,36.73,0,0,0
43,3,53528.39,192.5202,8,95.9,0,0,0
43,4,31686.96,194.8773,5,36.11,0,0,0
43,5,10435.25,153.5906,8,45.39,0,0,0
43,6,47207.09,249.2269,13,55.4,0,0,0
43,7,34257.56,219.2095,9,74.89,0,0,0
43,8,15797.98,290.8327,7,59.31,0,0,0
43,9,51060.5,120.7528,10,107.81,0,0,0
43,10,16569.45,195.5882,18,56.79,0,0,0
44,1,45617.78,85.8169,9,54.39,0,0,0
44,2,35389.49,220.013,9,46.88,0,0,0
44,3,41485.58,266.8284,5,88.72,0,0,0
44,4,20858.88,136.5223,11,35.03,0,0,0
44,5,17885.56,219.9517,5,52.84,0,0,0
44,6,60433.79,232.0863,8,57.33,0,0,0
44,7,37173.46,281.3889,9,61.32,0,0,0
44,8,17777.46,208.5741,12,51.7,0,0,0
44,9,22626.27,181.4383,12,85.94,0,0,0
44,10,7200.1,251.9147,11,71.26,0,0,0
45,1,18148.13,120.1895,4,52.47,0,0,0
45,2,15624.17,219.2192,5,30.44,0,0,0
45,3,31631.71,260.288,10,107.99,0,0,0
45,4,20055.19,224.4681,7,25.33,0,0,0
45,5,9132.33,277.8872,8,55.71,0,0,0
45,6,27312.06,84.7599,11,53.32,0,0,0
45,7,21951.85,149.5128,13,69.83,0,0,0
45,8,11477.66,158.8389,8,70.9,0,0,0
45,9,30068.15,75.2744,8,87.23,0,0,0
45,10,21631.42,215.0708,9,64.58,0,0,0
46,1,30204.05,90.9883,7,57.89,0,0,0
46,2,24965.43,192.7319,9,29.03,0,0,0
46,3,55151.31,204.2274,9,97.07,0,0,0
46,4,27679.75,278.9882,10,29.43,0,0,0
46,5,16047.2,347.3176,7,56.36,0,0,0
46,6,21648.5,107.5106,7,54.77,0,0,0
46,7,14562.21,205.3866,7,65.02,0,0,0
46,8,13572.86,284.1828,11,62.61,0,0,0
46,9,36861.19,142.4456,5,92.14,0,0,0
46,10,21812.55,168.6076,8,53.07,0,0,0
47,1,66347.35,94.0445,7,40.68,0,0,0
47,2,23000.73,169.8455,8,34.78,0,0,0
47,3,3164.85,193.9489,149,95.46,0,1,0
47,4,18257.4,146.6036,10,28.78,0,0,0
47,5,471.65,290.1469,86,52.05,0,1,0
47,6,19212.48,205.0061,5,43.1,0,0,0
47,7,27634.63,280.5482,7,62.19,0,0,0
47,8,18184.22,118.9293,7,73.33,0,0,0
47,9,17834.02,164.8835,15,98.19,0,0,0
47,10,18215.63,155.392,5,54.04,0,0,0
48,1,62080.12,136.058,8,63.02,0,0,0
48,2,13441.89,95.7926,5,37.33,0,0,0
48,3,33493.92,163.7635,11,102.8,0,0,0
48,4,35822.4,364.1732,11,30.29,0,0,0
48,5,17315.92,128.7449,11,51.65,0,0,0
48,6,55443.37,216.9314,8,40.38,0,0,0
48,7,22682.96,122.3364,7,1006.27,0,0,1
48,8,19211.57,301.4464,6,59.31,0,0,0
48,9,49381.77,188.4664,9,90.83,0,0,0
48,10,25454.91,198.5371,5,69.65,0,0,0
49,1,62610.68,72.1347,6,41.83,0,0,0
49,2,18993.99,115.6975,11,33.57,0,0,0
49,3,43704.0,294.0991,8,92.33,0,0,0
49,4,46846.84,273.3222,12,46.57,0,0,0
49,5,7440.99,250.3273,7,56.06,0,0,0
49,6,29977.98,139.0047,7,48.38,0,0,0
49,7,32529.3,228.5264,9,70.87,0,0,0
49,8,8932.21,246.163,8,56.6,0,0,0
49,9,44783.65,151.8619,8,95.66,0,0,0
49,10,7809.38,275.6911,10,69.61,0,0,0
50,1,19042.55,57.8629,12,57.76,0,0,0
50,2,34090.93,165.766,6,43.81,0,0,0
50,3,34686.48,292.8217,10,94.09,0,0,0
50,4,49291.93,301.4905,12,31.7,0,0,0
50,5,11648.04,229.506,11,58.6,0,0,0
50,6,34533.91,133.2918,9,49.01,0,0,0
50,7,21112.8,165.3521,9,74.04,0,0,0
50,8,14595.01,356.4971,4,65.96,0,0,0
50,9,15060.94,209.904,5,96.13,0,0,0
50,10,17924.06,130.7634,4,57.39,0,0,0
51,1,45549.24,66.0343,5,60.96,0,0,0
51,2,34888.29,120.1466,11,34.36,0,0,0
51,3,41486.55,111.097,3,86.25,0,0,0
51,4,43441.86,139.5595,13,40.39,0,0,0
51,5,17200.05,356.7159,3,51.92,0,0,0
51,6,63086.19,199.1514,9,58.8,0,0,0
51,7,29730.12,121.6983,7,62.93,0,0,0
51,8,6999.24,236.4003,8,58.26,0,0,0
51,9,21189.12,222.3202,4,109.31,0,0,0
51,10,16702.02,230.4764,4,55.83,0,0,0
52,1,28981.55,130.7524,9,62.78,0,0,0
52,2,18000.6,161.1419,3,44.71,0,0,0
52,3,24952.59,102.5705,10,108.38,0,0,0
52,4,25748.09,317.8606,7,47.73,0,0,0
52,5,11028.31,184.6484,11,40.51,0,0,0
52,6,51339.58,89.1695,12,63.37,0,0,0
52,7,34890.14,240.3487,7,68.07,0,0,0
52,8,12739.95,180.606,15,52.6,0,0,0
52,9,50929.21,178.6599,8,87.41,0,0,0
52,10,25046.33,268.0723,9,71.79,0,0,0
53,1,58827.8,99.7671,10,41.54,0,0,0
53,2,11846.22,103.5862,8,32.22,0,0,0
53,3,53083.09,274.4422,9,86.72,0,0,0
53,4,34112.8,295.8062,7,30.68,0,0,0
53,5,8379.82,183.832,5,60.76,0,0,0
53,6,48798.61,236.955,9,42.17,0,0,0
53,7,38743.64,219.2578,7,53.15,0,0,0
53,8,12995.12,264.6801,9,51.29,0,0,0
53,9,30396.31,186.2423,11,104.18,0,0,0
53,10,12895.94,287.792,6,53.71,0,0,0
54,1,27647.39,142.9385,6,53.98,0,0,0
54,2,13499.72,145.5967,6,35.24,0,0,0
54,3,14366.13,207.9154,11,102.39,0,0,0
54,4,40947.18,291.3047,8,44.44,0,0,0
54,5,17525.29,286.97,9,53.62,0,0,0
