timestep,edge_id,edge_cpu_available,edge_memory_available,edge_queue_length,edge_latency_current,edge_energy_level,is_failed,is_degrading,is_isolated
3,33,5236.29,16.9948,1,7.53,4643.25,0,0,0
3,34,13838.22,59.8039,0,7.06,4163.48,0,0,0
3,35,24.22,0.1307,12,24.77,4989.17,0,0,0
3,36,8643.7,8.7511,4,8.35,3691.8,0,0,0
3,37,15.53,0.0628,12,28.17,2009.77,0,1,0
3,38,3761.01,29.4326,1,7.6,3450.85,0,0,0
3,39,6681.77,18.8631,2,7.64,2760.6,0,0,0
3,40,2294.98,7.3789,5,10.1,1536.64,0,0,0
3,41,1320.73,7.7596,9,11.78,2990.5,0,0,0
3,42,774.33,2.5806,11,12.46,1663.01,0,0,0
3,43,1910.58,2.3498,4,9.99,3964.69,0,0,0
3,44,781.38,20.4761,1,19.29,824.37,0,0,0
3,45,3588.86,21.974,4,8.41,3760.33,0,0,0
3,46,1250.32,2.6607,15,15.12,6129.92,0,0,0
3,47,1601.51,16.7203,1,16.29,6518.15,0,0,0
3,48,6896.96,8.8611,1,7.21,5731.48,0,0,0
3,49,1114.57,2.854,6,11.01,6362.12,0,0,0
3,50,1027.71,0.5249,3,20.15,3029.0,0,0,0
4,1,2934.77,10.5668,0,10.61,6856.9,0,0,0
4,2,3427.46,23.9605,1,10.54,4337.35,0,0,0
4,3,4395.72,14.7719,1,7.47,1865.94,0,0,0
4,4,25.3,5.9254,9,23.65,2376.92,0,0,0
4,5,3100.25,17.834,3,12.13,4530.93,0,1,0
4,6,11.76,0.0558,12,24.53,1576.88,0,0,0
4,7,928.95,15.2806,2,19.73,3401.73,0,0,0
4,8,12834.63,37.5692,3,7.88,5443.08,0,0,0
4,9,1174.28,18.6776,5,22.1,5798.57,0,1,0
4,10,100.58,7.5388,1,24.13,2833.13,0,1,0
4,11,14801.76,72.6657,0,7.48,3166.87,0,0,0
4,12,12408.89,44.0784,3,9.88,3092.77,0,0,0
4,13,8546.65,9.8208,2,7.53,3265.17,0,0,0
4,14,4651.85,8.6395,1,11.33,4567.8,0,1,0
4,15,1461.67,24.6896,2,18.48,6344.24,0,0,0
4,16,8102.34,18.4697,1,7.26,2777.88,0,0,0
4,17,14361.98,90.946,1,7.5,1378.01,0,0,0
4,18,108.95,20.5813,2,24.28,2722.39,0,1,0
4,19,14170.09,85.3881,8,9.93,7759.41,0,0,0
4,20,1027.66,1.1455,0,19.06,4823.99,0,0,0
4,21,4293.93,11.2421,3,14.97,4036.57,0,1,0
4,22,3351.63,21.0808,3,8.06,3118.0,0,0,0
4,23,13167.13,76.6179,5,8.76,2222.68,0,0,0
4,24,1045.85,19.2536,0,19.04,5273.83,0,0,0
4,25,8162.01,26.4976,3,8.31,2400.46,0,0,0
4,26,1079.39,23.7096,1,19.48,3878.78,0,0,0
4,27,755.23,14.4871,3,19.89,3085.72,0,0,0
4,28,22712.83,94.2947,0,6.98,2983.88,0,0,0
4,29,1351.09,1.9241,10,12.98,5389.03,0,0,0
4,30,16277.86,106.0176,0,6.99,3163.8,0,0,0
4,31,1659.98,1.6796,5,10.58,3759.13,0,0,0
4,32,36.92,6.563,8,23.46,2838.26,0,0,0
4,33,5267.12,17.0317,1,7.16,4652.12,0,0,0
4,34,13713.64,59.5177,3,8.05,4175.55,0,0,0
4,35,24.22,3.621,17,26.22,4960.57,0,0,0
4,36,8765.78,8.797,1,7.41,3707.23,0,0,0
4,37,842.09,4.5669,7,15.48,2008.81,0,1,0
4,38,523.86,23.9473,3,20.23,3420.62,0,0,0
4,39,6713.29,18.898,1,7.24,2757.67,0,0,0
4,40,2279.06,7.3704,5,10.17,1554.65,0,0,0
4,41,1340.61,7.8143,5,10.34,2989.61,0,0,0
4,42,784.02,2.5957,8,11.27,1662.03,0,0,0
4,43,27.74,0.0905,10,23.86,3949.06,0,0,0
4,44,5359.26,26.5696,1,7.42,821.04,0,0,0
4,45,3618.77,22.0708,1,7.5,3759.58,0,0,0
4,46,20.9,1.934,13,25.11,6101.45,0,0,0
4,47,4576.29,17.0376,2,7.86,6517.36,0,0,0
4,48,6546.11,8.7878,1,8.17,5736.4,0,0,0
4,49,1150.68,2.8772,4,9.75,6361.29,0,0,0
4,50,1002.92,0.5064,4,20.51,3019.37,0,0,0
5,1,3871.85,10.6339,1,7.36,6853.75,0,0,0
5,2,604.79,17.3681,3,20.07,4309.24,0,0,0
5,3,3585.77,14.6762,5,11.1,1865.5,0,0,0
5,4,23.12,6.0518,11,24.4,2354.38,0,0,0
5,5,3123.21,17.8896,3,11.74,4530.14,0,1,0
5,6,801.21,1.5957,7,11.01,1583.67,0,0,0
5,7,6644.09,31.5844,2,7.53,3400.97,0,0,0
5,8,5903.4,37.1166,0,14.62,5425.92,0,0,0
5,9,4152.18,19.0704,0,10.95,5795.53,0,1,0
5,10,6429.97,21.2246,2,11.47,2832.36,0,1,0
5,11,2222.73,60.215,0,18.98,3136.77,0,0,0
5,12,2038.84,35.0059,2,19.54,3075.68,0,0,0
5,13,1192.05,0.5029,2,19.77,3237.13,0,0,0
5,14,74.5,0.1175,1,23.94,4539.77,0,1,0
5,15,893.43,1.3599,1,19.21,6329.99,0,0,0
5,16,6533.54,18.3607,1,9.91,2767.24,0,0,0
5,17,14258.28,90.7966,2,7.86,1372.89,0,0,0
5,18,7006.29,23.3883,0,10.86,2745.31,0,1,0
5,19,14541.09,86.5268,1,7.21,7758.68,0,0,0
5,20,6990.85,20.9377,2,7.86,4824.73,0,0,0
5,21,5508.85,11.3491,3,12.11,4031.39,0,1,0
5,22,491.17,1.143,1,19.17,3085.78,0,0,0
5,23,13250.34,76.8734,3,8.07,2221.87,0,0,0
5,24,7189.22,22.1043,0,7.11,5273.11,0,0,0
5,25,7897.3,26.6019,0,7.74,2396.1,0,0,0
5,26,7612.32,31.4518,1,7.3,3878.04,0,0,0
5,27,5383.49,29.7895,6,9.02,3084.82,0,0,0
5,28,22512.89,93.8533,3,7.95,2983.09,0,0,0
5,29,1429.53,1.9084,17,14.6,5385.51,0,0,0
5,30,14494.7,105.8209,0,8.54,3160.23,0,0,0
5,31,1725.67,1.6973,2,9.21,3771.61,0,0,0
5,32,2061.15,7.7953,6,10.43,2837.37,0,0,0
5,33,736.86,9.3781,2,19.67,4648.05,0,0,0
5,34,13488.15,59.6864,1,7.67,4193.48,0,0,0
5,35,1627.91,3.8614,11,12.34,4959.49,0,0,0
5,36,3360.75,8.3146,1,15.82,3691.83,0,0,0
5,37,15.53,0.0628,9,26.97,1978.39,0,1,0
5,38,3858.29,29.3354,3,7.92,3419.83,0,0,0
5,39,6699.81,18.8489,2,7.83,2756.88,0,0,0
5,40,1642.91,7.2804,6,14.09,1558.94,0,0,0
5,41,896.43,7.7615,6,14.74,2975.98,0,0,0
5,42,786.24,2.5991,7,11.0,1661.08,0,0,0
5,43,1676.19,2.2954,14,14.47,3950.02,0,0,0
5,44,5435.28,26.5531,1,7.34,818.15,0,0,0
5,45,3635.3,22.1243,0,6.99,3758.88,0,0,0
5,46,1410.11,2.6967,10,11.98,6100.4,0,0,0
5,47,4495.51,17.0089,3,8.31,6514.0,0,0,0
5,48,6758.68,8.8132,3,8.23,5747.27,0,0,0
5,49,1158.76,2.8868,2,9.06,6360.52,0,0,0
5,50,7499.26,10.601,3,8.05,3031.83,0,0,0
6,1,2321.99,10.5471,1,12.87,6834.74,0,0,0
6,2,4238.62,23.8151,7,9.76,4305.49,0,0,0
6,3,633.86,12.0361,1,19.24,1844.91,0,0,0
6,4,1290.0,6.1617,13,15.17,2363.16,0,0,0
6,5,2238.94,17.7859,2,15.24,4518.19,0,1,0
6,6,11.76,1.2837,10,23.89,1557.58,0,0,0
6,7,6598.77,31.4701,4,8.28,3400.14,0,0,0
6,8,1742.18,35.2285,3,20.22,5398.34,0,0,0
6,9,3960.84,18.9909,3,12.39,5789.32,0,1,0
6,10,6505.75,21.3353,0,10.63,2831.66,0,1,0
6,11,15134.96,72.7138,0,7.15,3131.68,0,0,0
6,12,11880.94,43.6054,8,12.02,3082.19,0,0,0
6,13,980.95,3.9507,10,22.48,3212.95,0,0,0
6,14,4805.01,8.6836,1,10.93,4710.29,0,1,0
6,15,6053.8,24.9745,7,9.68,6341.56,0,0,0
6,16,7997.96,18.3964,3,8.01,2764.15,0,0,0
6,17,6283.22,90.2836,0,15.02,1353.46,0,0,0
6,18,7008.97,23.384,1,11.19,2760.56,0,1,0
6,19,14567.95,86.6117,0,7.01,7757.98,0,0,0
6,20,6940.03,20.8159,6,9.17,4839.55,0,0,0
6,21,87.25,6.452,1,23.85,4001.26,0,1,0
6,22,3389.43,21.1327,2,7.54,3085.03,0,0,0
6,23,13269.22,76.9314,3,7.92,2221.08,0,0,0
6,24,7122.88,22.0582,1,7.46,5267.97,0,0,0
6,25,8335.38,26.6543,0,7.04,2395.39,0,0,0
6,26,7537.9,31.4516,1,7.39,4005.76,0,0,0
6,27,5233.21,29.982,1,8.08,3078.65,0,0,0
6,28,22643.9,94.1426,1,7.32,2982.35,0,0,0
6,29,1460.53,1.9319,13,13.04,5384.36,0,0,0
6,30,16161.72,105.6153,2,7.78,3179.94,0,0,0
6,31,30.34,1.0215,8,23.47,3751.05,0,0,0
6,32,106.88,7.4708,14,24.75,2806.09,0,0,0
6,33,5240.9,16.9986,1,7.48,4660.7,0,0,0
6,34,13736.55,59.6895,1,7.48,4197.21,0,0,0
6,35,24.22,0.9615,15,25.48,4928.88,0,0,0
6,36,1256.96,0.4692,1,19.32,3676.11,0,0,0
6,37,801.76,4.5599,9,16.49,1974.23,0,1,0
6,38,557.81,25.3674,1,19.26,3391.8,0,0,0
6,39,6642.54,18.8951,0,7.32,2751.53,0,0,0
6,40,2210.77,7.2687,12,13.02,1560.47,0,0,0
6,41,19.53,0.2842,11,24.26,2945.5,0,0,0
6,42,11.53,0.0897,12,24.62,1628.46,0,0,0
6,43,1849.23,2.3141,13,13.13,3956.9,0,0,0
6,44,774.37,25.0834,1,19.44,788.0,0,0,0
6,45,3529.87,22.0779,1,7.7,3755.28,0,0,0
6,46,1415.08,2.7011,9,11.65,6099.39,0,0,0
6,47,4604.98,17.0942,1,7.18,6513.28,0,0,0
6,48,3729.29,8.4685,0,13.44,5750.58,0,0,0
6,49,16.67,2.6667,11,24.19,6332.15,0,0,0
6,50,989.82,5.6823,5,20.7,3026.37,0,0,0
7,1,537.53,9.8044,3,19.96,6806.64,0,0,0
7,2,4320.7,23.7517,8,10.06,4304.49,0,0,0
7,3,4352.52,14.6949,4,8.55,1855.04,0,0,0
7,4,1307.66,6.1721,10,13.86,2369.15,0,0,0
7,5,48.98,0.2433,0,23.67,4488.07,0,1,0
7,6,699.63,1.5632,14,14.85,1555.91,0,0,0
7,7,4780.33,31.4001,5,12.4,3389.24,0,0,0
7,8,1886.02,32.4261,0,19.0,5379.76,0,0,0
7,9,4181.76,19.1077,1,11.09,5786.28,0,1,0
7,10,6295.68,21.1964,4,12.47,2828.21,0,1,0
7,11,15181.45,72.7361,0,7.07,3128.77,0,0,0
7,12,13987.74,44.2805,2,8.13,3096.15,0,0,0
7,13,1102.54,0.4483,5,20.92,3198.72,0,0,0
7,14,4713.05,8.6633,2,11.48,4706.94,0,1,0
7,15,5965.8,25.0587,5,9.24,6343.88,0,0,0
7,16,1165.03,5.8964,1,19.25,2734.02,0,0,0
7,17,14275.84,90.6566,3,8.16,1352.64,0,0,0
7,18,7035.4,23.4751,0,10.63,2777.46,0,1,0
7,19,14482.67,86.4931,1,7.32,7755.05,0,0,0
7,20,983.01,18.0054,2,19.76,4818.71,0,0,0
7,21,5654.85,11.4627,1,10.79,4000.54,0,1,0
7,22,3402.89,21.1772,0,7.1,3084.31,0,0,0
7,23,13299.79,77.0253,2,7.67,2220.31,0,0,0
7,24,1014.26,21.6338,2,19.53,5239.91,0,0,0
7,25,8321.82,26.6312,1,7.22,2394.66,0,0,0
7,26,7600.12,31.425,1,7.48,4005.01,0,0,0
7,27,772.64,24.8207,2,19.53,3050.6,0,0,0
7,28,19455.4,93.6931,2,9.66,2975.45,0,0,0
7,29,1325.81,1.9066,15,14.75,5376.8,0,0,0
7,30,2233.26,101.6459,3,19.94,3156.54,0,0,0
7,31,24.86,0.0504,14,25.43,3745.38,0,0,0
7,32,2010.01,7.7039,12,12.83,2804.96,0,0,0
7,33,747.35,1.9796,1,19.45,4642.54,0,0,0
7,34,2012.8,55.8946,0,19.04,4171.48,0,0,0
7,35,24.22,1.1643,18,26.73,4896.03,0,0,0
7,36,1279.32,0.4811,0,19.04,3666.79,0,0,0
7,37,867.61,4.6182,4,13.92,1973.38,0,1,0
7,38,3812.06,29.1493,6,9.23,3390.88,0,0,0
7,39,955.5,14.6118,1,19.46,2723.48,0,0,0
7,40,1830.38,7.2501,10,14.42,1560.83,0,0,0
7,41,23.29,0.3151,9,23.51,2913.0,0,0,0
7,42,785.24,2.5975,7,11.12,1627.5,0,0,0
7,43,1507.66,2.2486,15,16.11,3950.69,0,0,0
7,44,777.16,21.8184,1,19.38,757.86,0,0,0
7,45,3596.56,22.0757,1,7.47,3752.22,0,0,0
7,46,22.78,0.1077,9,23.66,6066.88,0,0,0
7,47,4563.7,17.0128,3,8.16,6512.46,0,0,0
7,48,3454.26,6.4383,1,14.34,5739.37,0,0,0
7,49,16.67,2.661,14,25.15,6303.68,0,0,0
7,50,7585.22,10.6558,0,7.12,3036.61,0,0,0
8,1,3852.65,10.6029,2,7.96,6803.45,0,0,0
8,2,4327.56,23.968,3,8.28,4298.99,0,0,0
8,3,4349.57,14.7283,3,8.03,1857.1,0,0,0
8,4,1287.56,6.1496,8,13.44,2367.69,0,0,0
8,5,3138.02,17.9395,4,11.94,4485.04,0,1,0
8,6,11.76,1.3902,17,26.19,1537.47,0,0,0
8,7,6668.64,31.6463,0,7.13,3388.52,0,0,0
8,8,1881.61,30.3819,0,19.03,5364.94,0,0,0
8,9,4250.16,19.1858,0,10.49,5785.58,0,1,0
8,10,100.58,0.2883,1,23.72,2800.18,0,1,0
8,11,2141.15,58.5713,2,19.58,3098.61,0,0,0
8,12,14477.87,44.4833,0,6.98,3113.44,0,0,0
8,13,8590.44,9.8475,0,6.97,3206.01,0,0,0
8,14,74.5,0.1175,1,23.96,4676.8,0,1,0
8,15,747.88,24.3325,8,21.8,6330.62,0,0,0
8,16,7952.1,18.4279,2,7.83,2730.71,0,0,0
8,17,3063.4,85.4875,0,18.03,1324.49,0,0,0
8,18,7092.62,23.4997,1,10.7,2797.61,0,1,0
8,19,2112.01,74.8711,0,19.09,7724.93,0,0,0
8,20,6986.75,20.8897,4,8.44,4832.98,0,0,0
8,21,87.25,11.031,0,23.53,3973.0,0,1,0
8,22,491.79,15.889,1,19.15,3052.09,0,0,0
8,23,1739.89,60.1022,5,20.73,2190.04,0,0,0
8,24,6274.47,21.8569,3,9.58,5233.48,0,0,0
8,25,8034.97,26.397,5,9.16,2391.11,0,0,0
8,26,1092.71,1.6815,1,19.29,3974.88,0,0,0
8,27,5419.57,29.8948,4,8.29,3049.77,0,0,0
8,28,22391.93,94.1825,1,7.34,2972.26,0,0,0
8,29,1468.01,1.9365,11,12.56,5375.7,0,0,0
8,30,2367.74,98.8779,0,19.03,3134.8,0,0,0
8,31,1636.87,1.6466,16,14.26,3762.14,0,0,0
8,32,2003.76,7.6928,13,13.13,2803.8,0,0,0
8,33,5170.06,16.9655,2,8.02,4652.64,0,0,0
8,34,1774.33,17.7858,5,20.94,4145.1,0,0,0
8,35,1574.66,3.8024,19,15.45,4894.65,0,0,0
8,36,8700.75,8.7624,3,8.22,3685.54,0,0,0
8,37,877.67,4.6387,3,13.24,1972.58,0,1,0
8,38,3876.19,29.4075,1,7.41,3390.14,0,0,0
8,39,977.47,1.0269,0,19.1,2693.36,0,0,0
8,40,2224.49,7.3238,8,11.6,1573.97,0,0,0
8,41,63.06,7.726,10,23.61,2885.56,0,0,0
8,42,16.96,0.1101,7,23.12,1599.24,0,0,0
8,43,1510.26,2.2442,19,17.16,3963.4,0,0,0
8,44,5216.05,26.1577,9,10.54,752.2,0,0,0
8,45,503.96,21.615,2,19.78,3724.14,0,0,0
8,46,20.9,0.1025,10,24.02,6038.52,0,0,0
8,47,4344.72,16.9985,2,8.33,6505.95,0,0,0
8,48,990.06,3.4759,1,19.27,5717.72,0,0,0
8,49,16.67,1.6689,19,27.05,6274.99,0,0,0
8,50,7358.45,10.6186,1,7.84,3037.48,0,0,0
9,1,3920.86,10.6517,0,7.04,6802.75,0,0,0
9,2,4391.83,23.9569,4,8.3,4298.16,0,0,0
9,3,4254.44,14.7544,1,7.85,1859.57,0,0,0
9,4,36.49,0.2694,7,22.97,2351.13,0,0,0
9,5,938.93,17.7604,2,20.45,4464.82,0,1,0
9,6,11.76,0.0357,19,26.79,1513.99,0,0,0
9,7,951.83,1.6807,1,19.35,3354.18,0,0,0
9,8,4863.63,36.4266,5,17.33,5361.89,0,0,0
9,9,4229.42,19.134,2,11.36,5784.79,0,1,0
9,10,6573.44,21.4179,1,10.65,2799.46,0,1,0
9,11,14652.7,72.6462,0,7.61,3090.49,0,0,0
9,12,1963.31,39.0738,3,20.12,3097.58,0,0,0
9,13,1228.81,2.2545,1,19.29,3185.4,0,0,0
9,14,2714.89,8.4903,3,17.31,4663.17,0,1,0
9,15,4970.89,25.0786,3,10.82,6331.8,0,0,0
9,16,7504.55,18.4075,1,8.4,2723.63,0,0,0
9,17,1876.77,85.8261,5,20.73,1294.22,0,0,0
9,18,7068.02,23.4522,3,11.42,2816.14,0,1,0
9,19,2072.9,80.9848,1,19.38,7696.89,0,0,0
9,20,1033.22,1.5412,0,18.98,4825.21,0,0,0
9,21,5636.2,11.4364,4,11.86,3972.17,0,1,0
9,22,3176.1,21.1314,1,8.13,3045.23,0,0,0
9,23,13090.87,76.3837,7,9.39,2189.1,0,0,0
9,24,3381.76,21.5868,2,15.06,5215.16,0,0,0
9,25,8189.52,26.6144,1,7.48,2387.83,0,0,0
9,26,7569.49,31.3578,3,7.92,3974.08,0,0,0
9,27,5469.37,30.04,1,7.29,3049.03,0,0,0
9,28,19551.74,93.1612,4,10.28,2963.52,0,0,0
9,29,21.89,1.4659,14,25.43,5345.09,0,0,0
9,30,2339.45,86.7698,1,19.22,3119.34,0,0,0
9,31,24.86,0.0368,19,26.88,3740.99,0,0,0
9,32,2050.96,7.7771,7,10.91,2802.86,0,0,0
9,33,748.05,0.8979,1,19.43,4625.63,0,0,0
9,34,13686.66,59.7122,1,7.43,4157.79,0,0,0
9,35,24.22,0.0534,23,28.33,4859.52,0,0,0
9,36,3703.71,8.4422,1,15.42,3682.63,0,0,0
9,37,15.53,0.0628,24,31.91,1941.64,0,1,0
9,38,503.98,10.8771,5,20.79,3359.86,0,0,0
9,39,6642.98,18.8704,1,7.62,2690.17,0,0,0
9,40,2303.42,7.3918,4,9.75,1583.19,0,0,0
9,41,1243.05,7.6838,13,13.74,2879.07,0,0,0
9,42,793.19,2.6099,5,10.14,1598.37,0,0,0
9,43,1862.48,2.3218,11,12.45,3973.77,0,0,0
9,44,5437.45,26.5405,1,7.49,751.45,0,0,0
9,45,3577.77,21.9381,5,8.74,3723.27,0,0,0
9,46,20.9,0.0874,13,25.02,6005.86,0,0,0
9,47,667.31,0.9273,0,19.12,6477.93,0,0,0
9,48,6726.11,8.8362,2,7.87,5720.64,0,0,0
9,49,1083.31,2.7974,19,15.47,6273.61,0,0,0
9,50,1104.15,4.5091,0,19.04,3019.27,0,0,0
10,1,3902.33,10.6249,2,7.57,6801.99,0,0,0
10,2,4394.75,24.0912,0,7.19,4295.04,0,0,0
